Stkcd,Trdyear,year_return,overnight_return,intraday_return,year_return_rf,overnight_return_rf,intraday_return_rf,size,BM,ILLIQ,turnover,ESG_score,E_score,S_score,G_score
601199,2019,0.0830651888928608,-0.1205913644709447,0.2315835268564161,0.0680651888928608,-0.13559136447094472,0.21658352685641608,15.080892714243044,0.8936,0.082127,1.0616171799999998,20.6612,6.9767,22.807,50.0
601199,2020,0.0500110035211271,-0.2596656309962173,0.4182929328730969,0.0350110035211271,-0.2746656309962173,0.40329293287309687,15.109503247676642,0.9054,0.050689,2.53549433,20.6612,6.9767,22.807,50.0
601216,2020,0.7911351433684937,-0.0239857120534728,0.8351525848427195,0.7761351433684937,-0.0389857120534728,0.8201525848427195,17.547645509147834,0.6209,0.009642,5.1358996,23.5537,15.5039,17.5439,48.2143
601222,2020,0.6422349558172227,0.3096292243664122,0.2539693871078072,0.6272349558172227,0.2946292243664122,0.23896938710780719,16.443878428338262,0.8738,0.01243,4.16707917,21.4876,9.3023,22.807,48.2143
601231,2020,0.0147159146282036,-0.0337185984493689,0.0501246458845709,-0.0002840853717963991,-0.0487185984493689,0.0351246458845709,17.558570900151327,0.5051,0.005468,2.8242789599999996,64.1148,65.625,63.1579,62.5
601233,2020,0.3956003516447564,0.0570498011956366,0.3202787135158453,0.38060035164475636,0.0420498011956366,0.3052787135158453,17.627402032953686,0.7069,0.005412,4.11463141,22.314,15.5039,12.2807,48.2143
601238,2012,-0.3084117342025325,-0.3519798429990922,0.0672326444260582,-0.33841173420253245,-0.38197984299909216,0.0372326444260582,14.377033326455912,0.9934,0.044968,6.13252934,22.7273,6.9767,33.3333,48.2143
601238,2013,0.361941997161449,-0.3962385799154799,1.2557618818552432,0.331941997161449,-0.42623857991547986,1.2257618818552432,15.420853441199702,0.9701,0.040859,4.40443237,26.0331,13.9535,36.8421,42.8571
601238,2014,0.0772134725417323,-0.0303640987745418,0.1109463574732689,0.049713472541732306,-0.0578640987745418,0.08344635747326891,15.472874627135145,0.9711,0.025565,3.4116753999999996,26.0331,13.9535,36.8421,42.8571
601238,2015,1.6228963603840327,-0.3961074369669296,3.3433162137491044,1.6078963603840328,-0.41110743696692964,3.3283162137491042,18.37237474808954,0.4918,0.018915,2.22569486,28.5124,13.9535,36.8421,53.5714
601238,2016,0.0357903380701183,-0.2069337577310156,0.3060577828993103,0.0207903380701183,-0.2219337577310156,0.2910577828993103,18.40275049753656,0.5441,0.027881,0.18997361000000001,28.5124,13.9535,36.8421,53.5714
601238,2017,0.0769411654046927,0.0753061896681135,0.0015204745888108,0.0619411654046927,0.060306189668113505,-0.0134795254111892,18.482986083019004,0.6482,0.006367,0.45296213,44.2149,36.4341,52.6316,53.5714
601238,2018,-0.3964989113685562,-0.1635405462727944,-0.2785052689137716,-0.4114989113685562,-0.17854054627279442,-0.2935052689137716,17.951326960151334,0.8904,0.012807,0.32942568,44.6281,40.3101,45.614,53.5714
601238,2019,0.1700383514063903,0.0599601391743451,0.1038512753109646,0.15503835140639027,0.044960139174345104,0.0888512753109646,18.079962735243438,0.8613,0.010407,0.5137823699999999,49.1736,48.8372,45.614,53.5714
601238,2020,0.1588270634177382,0.0685855121001897,0.0844495366030069,0.1438270634177382,0.053585512100189706,0.0694495366030069,18.369491445946476,0.8025,0.007626,1.1225342999999999,54.1322,49.6124,61.4035,57.1429
601311,2020,0.3242266779900089,-0.20934370679676,0.674844922343028,0.3092266779900089,-0.22434370679676002,0.6598449223430279,16.165735242043755,0.82,0.014926,4.7709402899999995,15.7025,3.1008,12.2807,48.2143
601333,2020,-0.2573015288882933,-0.2604182920852391,0.0042142242886638,-0.2723015288882933,-0.2754182920852391,-0.0107857757113362,16.345069149851067,1.3693,0.019008,1.01119567,31.405,17.0543,47.3684,48.2143
601339,2012,-0.3260259802263819,-0.2250139038871562,-0.1303405013920624,-0.3560259802263819,-0.25501390388715617,-0.1603405013920624,14.035850181945749,0.9901,0.067879,2.9543052999999997,25.6198,12.4031,33.3333,48.2143
601339,2013,0.2342384887839415,-0.0851881505331878,0.3491719521378142,0.2042384887839415,-0.1151881505331878,0.31917195213781424,14.454365214097315,0.9627,0.058349,5.11526361,25.6198,12.4031,33.3333,48.2143
601339,2014,0.0724363879854597,-0.1408007305788517,0.248181214944436,0.04493638798545971,-0.1683007305788517,0.22068121494443602,14.52610465212794,0.9657,0.04625,4.2666888,25.6198,12.4031,33.3333,48.2143
601339,2015,0.4352770654476519,-0.2507443034450098,0.9156038079482444,0.42027706544765187,-0.2657443034450098,0.9006038079482444,16.23987070788424,0.7084,0.024573,9.26704651,24.3802,12.4031,33.3333,42.8571
601339,2016,-0.1555348403635523,-0.0992411021987176,-0.062495900181774,-0.17053484036355232,-0.1142411021987176,-0.07749590018177399,16.051955848453776,0.8483,0.035864,1.17733305,24.3802,12.4031,33.3333,42.8571
601339,2017,-0.1158516392537797,-0.0848518663392002,-0.0338740492105607,-0.13085163925377968,-0.0998518663392002,-0.0488740492105607,15.881106692822057,0.9492,0.029196,0.66150376,24.3802,12.4031,33.3333,42.8571
601339,2018,0.0709574047485273,-0.2867289798023835,0.5014733171856802,0.0559574047485273,-0.3017289798023835,0.4864733171856802,15.931163481606681,0.9601,0.09141,0.46031923999999996,24.3802,12.4031,33.3333,42.8571
601339,2019,-0.2645578720345073,-0.2300684029626838,-0.0447954976838703,-0.2795578720345073,-0.24506840296268378,-0.0597954976838703,15.60476689697421,1.1613,0.0496,1.05133138,24.3802,12.4031,33.3333,42.8571
601339,2020,0.0193654064621815,-0.3194676566751775,0.497894136055238,0.0043654064621815,-0.3344676566751775,0.482894136055238,15.60727002719233,1.168,0.052613,1.90274473,24.3802,12.4031,33.3333,42.8571
601360,2020,-0.3298667838297832,-0.3853376579688203,0.090246091790382,-0.3448667838297832,-0.4003376579688203,0.075246091790382,17.151594361441912,0.7065,0.004281,5.7909538099999995,22.314,9.3023,22.807,51.7857
601369,2011,-0.2624701195219125,-0.1659428264813058,-0.1157322256858964,-0.2974701195219125,-0.2009428264813058,-0.1507322256858964,15.662160287567717,0.7576,0.033176,4.70813036,25.2066,15.5039,28.0702,44.6429
601369,2012,-0.1888384711418415,0.1294158473393327,-0.2817866592105251,-0.2188384711418415,0.0994158473393327,-0.31178665921052506,15.422741909732993,0.8292,0.037568,2.28040319,23.9669,13.9535,22.807,48.2143
601369,2013,-0.2312018113743655,-0.0596930365994429,-0.1823965805322475,-0.2612018113743655,-0.0896930365994429,-0.2123965805322475,16.204073515307705,0.7601,0.035615,1.3938664,22.314,13.1783,17.5439,48.2143
601369,2014,0.3766121270452343,-0.1671675018297896,0.6529279657911355,0.34911212704523426,-0.1946675018297896,0.6254279657911356,16.472779686453414,0.645,0.02978,1.6268945400000001,22.7273,13.9535,17.5439,48.2143
601369,2015,0.0256309865063242,-0.2171026401927474,0.3100452743368989,0.0106309865063242,-0.2321026401927474,0.29504527433689887,16.47736685050687,0.6461,0.018755,3.13222225,21.4876,11.6279,17.5439,48.2143
601369,2016,-0.19148443038665,-0.1253409606534065,-0.0756220044128916,-0.20648443038665,-0.1403409606534065,-0.0906220044128916,16.23370531321548,0.7489,0.030136,1.13100528,21.4876,11.6279,17.5439,48.2143
601369,2017,0.1345969006626959,-0.2497567488618491,0.5123053742122539,0.11959690066269589,-0.2647567488618491,0.49730537421225385,16.337604907817525,0.7227,0.028935,1.06090241,21.4876,11.6279,17.5439,48.2143
601369,2018,-0.1848108790963809,-0.0809795625859003,-0.1129804216352765,-0.1998108790963809,-0.0959795625859003,-0.1279804216352765,16.109514932667523,0.8399,0.054332,0.74120248,21.4876,11.6279,17.5439,48.2143
601369,2019,0.1330355515041013,0.2102864177321659,-0.0638285823060124,0.11803555150410129,0.19528641773216587,-0.0788285823060124,16.204073515307705,0.8367,0.045428,0.7571577899999999,21.4876,11.6279,17.5439,48.2143
601369,2020,0.1210999726455002,-0.1277856877603076,0.2853492047920138,0.1060999726455002,-0.1427856877603076,0.2703492047920138,16.28075604339974,0.8337,0.036251,0.93487656,21.4876,11.6279,17.5439,48.2143
601390,2011,-0.4105310760012418,-0.2523831150022975,-0.2115361011401306,-0.44553107600124175,-0.2873831150022975,-0.2465361011401306,17.550677647533103,1.0483,0.010419,0.57553785,22.7273,11.6279,17.5439,53.5714
601390,2012,0.2299098580744145,-0.0894333466510751,0.3507082140016826,0.1999098580744145,-0.11943334665107509,0.3207082140016826,17.738276261427902,1.0349,0.016683,0.44240599,21.0744,8.5271,17.5439,53.5714
601390,2013,-0.1024521461151597,0.1158788864869468,-0.1956583597432015,-0.1324521461151597,0.0858788864869468,-0.2256583597432015,17.639967708344603,1.0534,0.012131,0.5623749,22.7273,11.6279,17.5439,53.5714
601390,2014,2.554141510663248,0.104747033320006,2.217154156985857,2.5266415106632483,0.077247033320006,2.189654156985857,18.884165313981047,0.9053,0.008179,1.98789157,22.7273,11.6279,17.5439,53.5714
601390,2015,0.1788407249440891,-0.2723079890240624,0.6199720584579413,0.16384072494408908,-0.2873079890240624,0.6049720584579413,19.044746884138597,0.8966,0.001076,4.886871080000001,28.9256,20.9302,22.807,53.5714
601390,2016,-0.1779371974165723,-0.2233376052462781,0.0584557822502822,-0.19293719741657228,-0.23833760524627812,0.0434557822502822,18.90548897194112,0.9464,0.003455,0.99744289,31.405,25.5814,22.807,53.5714
601390,2017,-0.0431289960528132,-0.2104863329029372,0.2119752245271151,-0.0581289960528132,-0.22548633290293718,0.19697522452711508,18.850982727805448,0.9796,0.001795,0.73808296,33.4711,27.907,22.807,57.1429
